index,belongs_to_collection,count,mean,sum
1502,The Water of the Hills Collection,0,,0.0
1501,The Water of the Hills,0,,0.0
1468,The Slumber Party Massacre Collection,0,,0.0
1634,Why We Fight,0,,0.0
1500,The War of Flower Collection,0,,0.0
1499,The Visitors Collection,0,,0.0
1470,The Snowman Collection,0,,0.0
1471,The Sorority House Massacre Collection,0,,0.0
1472,The South Shaolin Master Collection,0,,0.0
1475,The Spiritual Boxer Collection,0,,0.0
1461,The Shaggy Dog Collection,0,,0.0
1478,The Storm Riders Collection,0,,0.0
1479,The Streetfighter Collection,0,,0.0
1480,The Substitute Collection,0,,0.0
1481,The Sweeney Collection,0,,0.0
1482,The Tall Blond Man Collection,0,,0.0
1630,White Crane Chronicles,0,,0.0
1486,The Three Brothers Collection,0,,0.0
1488,The Toxic Avenger Collection,0,,0.0
1629,White Collar Hooligan Collection,0,,0.0
1492,The Twins Effect Collection,0,,0.0
1493,The Ultimate Collection,0,,0.0
1462,The Sheriff and the Satellite Kid Collection,0,,0.0
1459,The Sentimental Swordsman Collection,0,,0.0
1426,The Orphic Trilogy,0,,0.0
1628,Whistling Collection,0,,0.0
1427,The Ouija Experiment Collection,0,,0.0
1428,The Pact Collection,0,,0.0
1429,The Paleface Collection,0,,0.0
1430,The Party Collection,0,,0.0
1638,Winnetou Collection,0,,0.0
1627,Whispering Corridors Collection,0,,0.0
1513,The Worricker Collection,0,,0.0
1436,The President's Man Collection,0,,0.0
1437,The Prince & Me Collection,0,,0.0
1440,The Prostitute Trilogy,0,,0.0
1442,The Pub Landlord Collection,0,,0.0
1509,The Wolf Man (Universal Series),0,,0.0
1635,Wild Orchid Collection,0,,0.0
1445,The Reef Collection,0,,0.0
1508,The Wog Boy Collection,0,,0.0
1447,The Riffs Trilogy,0,,0.0
1507,The Wixxer Trilogy,0,,0.0
1449,The Rutles Collection,0,,0.0
1637,Willard,0,,0.0
1506,The Wild Geese Collection,0,,0.0
1450,The Sabata Collection,0,,0.0
1452,The Sally Lochhart Mysteries Collection,0,,0.0
1504,The Whistler collection,0,,0.0
1456,The Secret Garden Collection,0,,0.0
1543,Torchy Blane,0,,0.0
1350,The Hire,0,,0.0
1213,Teen Wolf Collection,0,,0.0
1264,The Brave Little Toaster Collection,0,,0.0
1250,The Bible Collection,0,,0.0
1563,Trylogia Sienkiewicza,0,,0.0
1251,The Big Bottom Box,0,,0.0
1252,The Bill Douglas Trilogy,0,,0.0
1253,The Black Mask Collection,0,,0.0
1670,Zero Woman Collection,0,,0.0
1255,The Blind Dead Collection,0,,0.0
1256,The Blob Collection,0,,0.0
1562,Truth in 24 Collection,0,,0.0
1262,The Bowery Boys,0,,0.0
1263,The Brady Bunch Collection,0,,0.0
1265,The Bremen Town Musicians (Collection),0,,0.0
1671,Zipi y Zape - Colección,0,,0.0
1266,The Bride with White Hair Collection,0,,0.0
1267,The Bridge,0,,0.0
1270,The Carry On Collection,0,,0.0
1272,The Cheerleaders - Collection,0,,0.0
1273,The Cheetah Girls Collection,0,,0.0
1276,The ChubbChubbs Collection,0,,0.0
1560,Trinità  Collection,0,,0.0
1559,Trilogía de la violencia de Michael Haneke,0,,0.0
1278,The Comedians Of Comedy Collection,0,,0.0
1279,The Comics Collection,0,,0.0
1280,The Complete Monterey Pop Festival,0,,0.0
1566,Turkish Star Wars,0,,0.0
1248,The Benji Collection,0,,0.0
1283,The Cremaster Cycle,0,,0.0
1230,The Adventures of Antoine Doinel,0,,0.0
1678,Åsa-Nisse Collection,0,,0.0
1217,TekWar Collection,0,,0.0
1219,Ten Minutes Older... (Collection),0,,0.0
1220,Tenchi Muyô Collection,0,,0.0
1571,Ukraine Trilogy,0,,0.0
1221,Tengen Toppa Gurren Lagann Collection,0,,0.0
1222,Tere Bin Laden Collection,0,,0.0
1223,Tetsuo Collection,0,,0.0
1226,That's Entertainment Collection,0,,0.0
1227,The 1997 Trilogy,0,,0.0
1228,The 36th Chamber of Shaolin Collection,0,,0.0
1231,The Adventures of Erast Fandorin,0,,0.0
1246,The BRD Collection,0,,0.0
1232,The Adventures of Mickey Matson Collection,0,,0.0
1233,The Amazing Colossal Man Duology,0,,0.0
1675,Zu Warriors Collection,0,,0.0
1569,U Pana Boga Collection,0,,0.0
1236,The Angel Collection,0,,0.0
1568,Täällä Pohjantähden alla (Timo Koivusalo),0,,0.0
1238,The Apple Dumpling Gang Collection,0,,0.0
1567,Twitches Collection,0,,0.0
1243,The August Underground Collection,0,,0.0
1244,The Aum Shinrikyo Collection,0,,0.0
1672,Zombi Collection,0,,0.0
1669,Zenon Collection,0,,0.0
1284,The Crimson Rivers Collection,0,,0.0
1623,Werner Collection,0,,0.0
1332,The Gidget Collection,0,,0.0
1320,The Flicka Collection,0,,0.0
1666,Zatôichi: The Blind Swordsman,0,,0.0
1553,Trilogia Zé do Caixão,0,,0.0
1324,The Foreigner Collection,0,,0.0
1665,Zapped Collection,0,,0.0
1325,The Four Collection,0,,0.0
1327,The Frogtown Collection,0,,0.0
1551,Trapped in the Closet,0,,0.0
1329,The Gamers Collection,0,,0.0
1330,The Garden of Sinners,0,,0.0
1331,The Gate Collection,0,,0.0
1333,The Gingerdead Man Collection,0,,0.0
1318,The Female Prisoner Series,0,,0.0
1664,Zanna Bianca Collection,0,,0.0
1336,The Good Witch Collection,0,,0.0
1337,The Gorky Collection,0,,0.0
1549,Trancers Collection,0,,0.0
1340,The Gruffalo Collection,0,,0.0
1341,The Guyver Collection,0,,0.0
1342,The Hamiltons Collection,0,,0.0
1662,Young And Dangerous Collection,0,,0.0
1661,You Got Served Collection,0,,0.0
1345,The Happy Hooker Collection,0,,0.0
1347,The Heroic Trio Collection,0,,0.0
1319,The Fjällbacka Murders,0,,0.0
1554,Trilogie,0,,0.0
1286,The Crossing Collection,0,,0.0
1302,The Doctor Series,0,,0.0
1288,The Cutlass Collection,0,,0.0
1668,Zeitgeist Collection,0,,0.0
1494,The Under-Gifted Collection,0,,0.0
1292,The Decline of Western Civilization Collection,0,,0.0
1558,Trilogía Sollima,0,,0.0
1294,The Dentist Collection,0,,0.0
1295,The Descent Collection,0,,0.0
1296,The Desert Collection,0,,0.0
1297,The Devil's Carnival Collection,0,,0.0
1298,The Dick Proenneke Collection,0,,0.0
1301,The Discworld Collection,0,,0.0
1303,The Dog Who Saved Christmas Collection,0,,0.0
1316,The Falls Collection,0,,0.0
1557,Trilogy of Terror Collection,0,,0.0
1305,The Durango Kid,0,,0.0
1306,The Elusive Revengers Collection,0,,0.0
1307,The Emigrants Collection,0,,0.0
1556,Trilogy of Life,0,,0.0
1309,The Encounter Collection,0,,0.0
1310,The Endless Summer Collection,0,,0.0
1667,Zebraman Collection,0,,0.0
1555,Trilogy Marseillaise,0,,0.0
1313,The Exterminator Collection,0,,0.0
1315,The Falcon Series,0,,0.0
1291,The Dead Collection,0,,0.0
847,Mostly Ghostly Collection,0,,0.0
1079,Schule Collection,0,,0.0
398,Emmanuelle Collection,0,,0.0
413,Eyyvah Eyvah Collection,0,,0.0
411,Extralarge Collection,0,,0.0
410,Ex Collection,0,,0.0
408,Evil Bong Collection,0,,0.0
406,Europa Trilogy,0,,0.0
404,Erotic Ghost Story Collection,0,,0.0
401,Epoch Collection,0,,0.0
397,Emmanuelle 2000 Collections (USA),0,,0.0
451,Flesh Gordon Collection,0,,0.0
396,Emil i Lönneberga,0,,0.0
394,Elling Collection,0,,0.0
389,Election Collection,0,,0.0
387,Eden of the East Collection,0,,0.0
385,Eccezzziunale... veramente Collections,0,,0.0
384,Eberhofer Krimi Collection,0,,0.0
383,Eating Out Series,0,,0.0
417,Faces of Death Collection,0,,0.0
418,Fallen Collection,0,,0.0
419,Family Guy Presents Collection,0,,0.0
424,Fanthagirò Collection,0,,0.0
449,Flatfoot Collection,0,,0.0
443,Fimfárum (kolekce),0,,0.0
442,Fight Back to School Collection,0,,0.0
438,Feluda Collection,0,,0.0
436,Fearless Hyena Collection,0,,0.0
435,Fear Collection,0,,0.0
433,Father of Four Collection,0,,0.0
432,Father and Guns Collection,0,,0.0
431,Father Flanagan Collection,0,,0.0
430,Fatal Fury Collection,0,,0.0
429,"Fat, Sick & Nearly Dead",0,,0.0
428,Fast Getaway Collection,0,,0.0
427,Fantômas Serial,0,,0.0
426,Fantozzi Collection,0,,0.0
425,Fantomas Collection,0,,0.0
382,Easy Money Collection,0,,0.0
380,East Side Kids,0,,0.0
379,Düğün Dernek Collection,0,,0.0
343,Die Nibelungen Filmreihe,0,,0.0
341,Die Kirche bleibt im Dorf Collection,0,,0.0
339,Die Fritz Lang Indien-Edition,0,,0.0
338,Dick Tracy 1940s Collection,0,,0.0
335,Dhamaal Collection,0,,0.0
334,Dexter Riley Collection,0,,0.0
333,Devasuram Collection,0,,0.0
331,Detonator Collection,0,,0.0
330,Detective K Collection,0,,0.0
328,Detective Conan Collection,0,,0.0
327,Detective Collection,0,,0.0
326,Destricted,0,,0.0
324,Design Trilogy,0,,0.0
323,Descendants Collection,0,,0.0
322,Der Bockerer Collection,0,,0.0
319,Demons Collection,0,,0.0
342,Die Nibelungen Collection,0,,0.0
344,Digimon Collection,0,,0.0
376,Ducobu Collection,0,,0.0
347,Disney Buddies Collection,0,,0.0
375,Drunken Master Collection,0,,0.0
374,Dreileben,0,,0.0
373,Dream a Little Dream Collection,0,,0.0
371,Dragon Nest Collection,0,,0.0
370,Dragon Ball Z OVA Collection,0,,0.0
368,Dragon Ball Collection,0,,0.0
364,Dr. Who Collection,0,,0.0
363,Dr. Phibes Collection,0,,0.0
362,Dr. Mabuse Collection,0,,0.0
360,Dr Goldfoot Collection,0,,0.0
357,Don't Go Breaking My Heart Collection,0,,0.0
356,Don Collection,0,,0.0
355,Don Camillo Collection,0,,0.0
353,Dolemite Collection,0,,0.0
351,Dixie Zombi - Colección,0,,0.0
450,Flatland Collection,0,,0.0
453,Flodder Collection,0,,0.0
316,Decoys Collection,0,,0.0
531,Guinea Pig Collection,0,,0.0
538,Half Past Dead Collection,0,,0.0
537,Hailey Dean Mystery Collection,0,,0.0
536,Hababam Sınıfı Collection,0,,0.0
535,Göta kanal collection,0,,0.0
534,Gwendolyn Shepherd Collection,0,,0.0
533,Gunbuster Collection,0,,0.0
532,Gumball 3000 Collection,0,,0.0
529,Grumpy Old Men Collection,0,,0.0
454,Flower & Snake Collection,0,,0.0
526,Grey Gardens Collection,0,,0.0
523,Grave Encounters Collection,0,,0.0
522,Gourmet Detective Collection,0,,0.0
521,Gor Collection,0,,0.0
520,Goopy Bagha Trilogy,0,,0.0
518,Gonin collection,0,,0.0
517,Gone in 60 Seconds Trilogy,0,,0.0
541,Halloweentown Collection,0,,0.0
543,Hanzo the Razor Collection,0,,0.0
546,"Hard Revenge, Milly Collection",0,,0.0
548,Hard Time Collection,0,,0.0
572,Herr Lehmann Filmreihe,0,,0.0
571,Hercules TV Movies,0,,0.0
568,Hera Pheri Collection,0,,0.0
567,Hentai Kamen Collection,0,,0.0
566,Henry: Portrait of a Serial Killer Collection,0,,0.0
562,Hellboy (Animated) Collection,0,,0.0
561,Heidi (Praesens-Film) Filmreihe,0,,0.0
560,Heavy Metal Collection,0,,0.0
559,"Heaven, Hell and Purgatory Collection",0,,0.0
557,He Who Dares Collection,0,,0.0
556,Hayride Collection,0,,0.0
555,Havoc Collection,0,,0.0
554,Hate Story Collection,0,,0.0
551,Harry Palmer Collection,0,,0.0
549,Hardbodies Collection,0,,0.0
516,Golmaal Collection,0,,0.0
515,Golgo 13 Collection,0,,0.0
514,Godzilla (Showa) Collection,0,,0.0
481,Fubar Collection,0,,0.0
478,Frosty the Snowman Collection,0,,0.0
476,Fritz the Cat Collection,0,,0.0
471,French Fried Vacation,0,,0.0
469,Freeway Collection,0,,0.0
467,Fred Collection,0,,0.0
466,Freche Mädchen Filmreihe,0,,0.0
464,Frankenstein (Hammer Series),0,,0.0
462,Force Collection,0,,0.0
461,Footsoldier Collection,0,,0.0
460,Fontaine Khaled Collection,0,,0.0
459,Flying Guillotine Collection,0,,0.0
458,Flubber Collection,0,,0.0
457,Flowers in the Attic Collection,0,,0.0
456,Flower and Snake Collection,0,,0.0
455,Flower Shop Mystery Collection,0,,0.0
480,Fu Manchu Collection,0,,0.0
482,Fuga de cerebros - Collection,0,,0.0
508,Glass Tiger collection,0,,0.0
484,Futurama Collection,0,,0.0
507,Girl's on Top Collection,0,,0.0
506,Ginger Snaps Collection,0,,0.0
503,Ghost in the Shell: Stand Alone Complex,0,,0.0
499,Get Smart Collection,0,,0.0
498,George of the Jungle Collection,0,,0.0
497,George Carlin Comedy Collection,0,,0.0
496,Gator Collection,0,,0.0
495,Gasland Collection,0,,0.0
494,Garfield Holiday Celebrations,0,,0.0
492,Garfield (Animation) Collection,0,,0.0
491,Garage Sale Mystery Collection,0,,0.0
490,Gantz Collection,0,,0.0
488,Gamma One Collection,0,,0.0
487,Gamera Films,0,,0.0
486,Galaxy Express 999 Collection,0,,0.0
318,Demonic Toys Collection,0,,0.0
311,Death Note Relight,0,,0.0
584,Hopalong Cassidy films,0,,0.0
104,Asterix and Obelix (Animation) Collection,0,,0.0
117,Babysitting,0,,0.0
116,Babylon 5 Collection,0,,0.0
115,Baby Burlesks,0,,0.0
113,Azumi Collection,0,,0.0
110,Aurélie Laflamme Collection,0,,0.0
109,Attack on Titan Collection,0,,0.0
108,Ator Collection,0,,0.0
103,Assassination Classroom Collection,0,,0.0
158,Berserk: Golden Age Arc,0,,0.0
100,Art of the Devil Collection,0,,0.0
99,Arn collection,0,,0.0
98,Armour of God Collection,0,,0.0
97,Armitage III Collection,0,,0.0
96,Argo Collection,0,,0.0
95,Arabian Nights,0,,0.0
93,Apocalypse Collection,0,,0.0
120,Bad Ass Collection,0,,0.0
122,Bad Kids Collection,0,,0.0
127,Bananas!* Collection,0,,0.0
128,Bang Rajan Collection,0,,0.0
154,Begotten Collection,0,,0.0
151,Beck Collection,0,,0.0
150,Beck - Historien om ett brott,0,,0.0
147,Beach Party Collection,0,,0.0
146,Battlestar Galactica (Reboot) Collection,0,,0.0
143,Batman: The Dark Knight Returns Collection,0,,0.0
142,Batman Unlimited Collection,0,,0.0
140,Batman Beyond Collection,0,,0.0
138,Basket Case Collection,0,,0.0
136,Barrytown Trilogy,0,,0.0
135,Barney Collection,0,,0.0
134,Barefoot Gen Collection,0,,0.0
133,Barbie Mariposa Collection,0,,0.0
132,Barbie Fairytopia Collection,0,,0.0
129,Barbarian Queen Collection,0,,0.0
92,Ants in the Pants Collection,0,,0.0
91,Antboy Collection,0,,0.0
88,Annika Bengtzon Collection,0,,0.0
52,Alienation Trilogy,0,,0.0
40,Afro Samurai Collection,0,,0.0
39,Adventures of a ...,0,,0.0
38,Adventures of Mowgli,0,,0.0
36,Ada Apa Dengan Cinta? Collection,0,,0.0
35,Action Pack Bandit Films Collection,0,,0.0
34,Aces Go Places Collection,0,,0.0
28,A Man Called Horse Collection,0,,0.0
25,A Golden Christmas Collection,0,,0.0
22,A Chinese Ghost Story Collection,0,,0.0
14,3 Ninjas Collection,0,,0.0
13,3 Men Collection,0,,0.0
9,2001 Maniacs Collection,0,,0.0
7,1920 Collection,0,,0.0
3,100 Girls Collection,0,,0.0
2,08/15 Collection,0,,0.0
47,Alan Davies Collection,0,,0.0
54,All Hallow's Eve Collection,0,,0.0
86,Anne of Green Gables Collection,0,,0.0
55,All Stars Collectie,0,,0.0
84,Anja & Viktor Collection,0,,0.0
83,Aniskin Collection,0,,0.0
82,Animation Runner Kuromi (OAV collection),0,,0.0
80,Angelique Collection,0,,0.0
79,Anders Matthesen,0,,0.0
77,Anche gli angeli - Collezione,0,,0.0
76,Anatomy Collection,0,,0.0
73,An American Girl Collection,0,,0.0
70,American Pie (Spin-off) Collection,0,,0.0
67,American Addict Collection,0,,0.0
61,Alligator Collection,0,,0.0
59,Allan Quatermain (1950 series),0,,0.0
58,All of My Heart Collection,0,,0.0
57,"All inclusive, или все включено (Коллекция)",0,,0.0
56,All for ...,0,,0.0
156,Belle et Sébastien,0,,0.0
163,Bhoothnath Collection,0,,0.0
308,Deadly Prey Collection,0,,0.0
252,Circuitry Man Collection,0,,0.0
270,Corto Maltese,0,,0.0
269,Contracted Collection,0,,0.0
267,Confessions Collection,0,,0.0
265,Cold War Collection,0,,0.0
264,Cold Prey Collection,0,,0.0
258,Cleopatra Jones,0,,0.0
257,Classmates Collection,0,,0.0
249,Chinese Boxer Collection,0,,0.0
164,Big Man Collection,0,,0.0
248,China O'Brien Collection,0,,0.0
242,Che Collection,0,,0.0
241,Charlotte's Web Collection,0,,0.0
239,Charlie Chan (Warner Oland) Collection,0,,0.0
238,Charlie Chan (Sidney Toler) Collection,0,,0.0
237,Charlie Chan (Roland Winters) Collection,0,,0.0
236,Chaar Sahibzaade Collection,0,,0.0
271,Count Yorga Collection,0,,0.0
278,Cross Collection,0,,0.0
279,Cross of Iron Collection,0,,0.0
281,Crows Collection,0,,0.0
307,Dead or Alive Collection,0,,0.0
306,Dead in Tombstone Collection,0,,0.0
305,Dead Space Collection,0,,0.0
303,Dead Rising Collection,0,,0.0
302,Davy Crockett Collection,0,,0.0
301,Das Sams Collection,0,,0.0
297,Dark Woods Collection,0,,0.0
296,Dark Rising Collection,0,,0.0
294,Daffy Duck Movie Collection,0,,0.0
291,Dabangg Collection,0,,0.0
290,DMB Collection,0,,0.0
289,DC Super Hero Girls Collection,0,,0.0
288,Cyborg Cop Trilogy,0,,0.0
286,Cyborg 009 Collection,0,,0.0
285,CyberTracker Collection,0,,0.0
232,Cat Stevens y Hutch Bessy Trilogy,0,,0.0
231,Cat Run Collection,0,,0.0
225,Carmina - Colección,0,,0.0
193,Boston Blackie Series,0,,0.0
190,Born Free Trilogy,0,,0.0
185,Bloodfist Collection,0,,0.0
184,Bloodfight,0,,0.0
182,Blood Island (Hammer series),0,,0.0
181,Blondie Collection,0,,0.0
180,Bleach (Collection),0,,0.0
176,Blacula Collection,0,,0.0
175,Black Scorpion Collection,0,,0.0
174,Black Magic Collection,0,,0.0
173,Black Emanuelle Collection,0,,0.0
172,Black & White Collection,0,,0.0
171,Birdemic Collection,0,,0.0
170,Bionicle Collection,0,,0.0
168,Billa Collection,0,,0.0
166,Bikini Summer Collection,0,,0.0
191,Born To Race Collection,0,,0.0
194,Boys Love Collection,0,,0.0
223,Cardcaptor Sakura Collection,0,,0.0
196,Break Blade Collection,0,,0.0
220,Captain America 1979 Classic Collection,0,,0.0
219,Caprona Collection,0,,0.0
218,Caprinos Eventyrlige Verden,0,,0.0
215,Caméra Café,0,,0.0
214,Camp Rock Collection,0,,0.0
213,Calcutta Trilogy,0,,0.0
211,Cabin By The Lake Collection,0,,0.0
210,Caballeros Collection,0,,0.0
207,Burnout Collection,0,,0.0
205,Bullit & Riper Collection,0,,0.0
204,Bulldog Drummond (Richard Johnson) Collection,0,,0.0
203,Brother Collection,0,,0.0
202,Brother Bear Collection,0,,0.0
198,Brice Collection,0,,0.0
197,Breakin' Collection,0,,0.0
573,Hidden Collection,0,,0.0
585,Hornblower Collection,0,,0.0
1078,Schoolgirl Report Collection,0,,0.0
899,"Ninja, Band of Assassins Collection",0,,0.0
908,Nuke 'Em High Collection,0,,0.0
906,Not Quite Human Collection,0,,0.0
905,Northpole,0,,0.0
904,Nobody Collection,0,,0.0
902,No Good Middle-Aged Yakuza Trilogy,0,,0.0
901,Nitro Collection,0,,0.0
900,Ninjas vs. Collection,0,,0.0
898,Ninja Collection,0,,0.0
941,"Pagnol, Childhood's Memories",0,,0.0
893,Nick Carter Collection,0,,0.0
890,Nevada Smith Collection,0,,0.0
889,Nemesis Collection,0,,0.0
888,Nekromantik Collection,0,,0.0
885,Naval Cadets Collection,0,,0.0
884,Nativity Collection,0,,0.0
879,Napapiirin sankarit,0,,0.0
910,OSS 117 Collection,0,,0.0
911,OSS 117 The Original Saga,0,,0.0
913,Ocho apellidos - Colección,0,,0.0
915,Old Way Collection,0,,0.0
938,Overheard Collection,0,,0.0
937,Outrage Collection,0,,0.0
936,Outpost Collection,0,,0.0
935,Outlaw Gangster VIP: The Complete Collection,0,,0.0
934,Our Man Flint Collection,0,,0.0
932,Otto Collection,0,,0.0
931,Ostwind Filmreihe,0,,0.0
930,Osobennosti Natsionalnoy ... - Collection,0,,0.0
929,Oskar Luts Collection,0,,0.0
926,Onomichi Trilogy,0,,0.0
923,One Missed Call Collection,0,,0.0
920,On Any Sunday Collection,0,,0.0
918,Omae Umasou Da na,0,,0.0
917,Olympia,0,,0.0
916,Olsen Banden (Samling),0,,0.0
877,Nana Collection,0,,0.0
875,Naked Fear Collection,0,,0.0
874,Naked Collection,0,,0.0
852,Mr. Boogedy Collection,0,,0.0
849,Mountain Family Robinson Collection,0,,0.0
848,Mothra Collection,0,,0.0
1,00 Schneider Filmreihe,0,,0.0
846,Moskva-Kassiopeya Collection,0,,0.0
842,Monster High Collection,0,,0.0
841,Mondo Cane Collection,0,,0.0
839,Mods Collection,0,,0.0
838,Mobile Suit Gundam Collection,0,,0.0
837,Mister Roberts Collection,0,,0.0
836,Mister Blot Collection,0,,0.0
831,Minions: 3 Mini-Movie Collection,0,,0.0
829,Miles Jupp Standup Collection,0,,0.0
828,Mikogami Trilogy / Wanderer Jôkichi,0,,0.0
827,Midnight Diner Collection,0,,0.0
826,Mickey's Upon a Christmas Collection,0,,0.0
851,Mr. Bones Collection,0,,0.0
853,Mr. Moto Collection,0,,0.0
873,Nadodikkattu Collection,0,,0.0
854,Mr. Vampire Collection,0,,0.0
872,NASU Collection,0,,0.0
871,Mörderischer Norden,0,,0.0
870,Mythica Collection,0,,0.0
869,Mystery Woman,0,,0.0
868,My Wife is a Gangster Collection,0,,0.0
867,My Sisters Kids Collection,0,,0.0
866,My Sassy Girl Collection,0,,0.0
865,My Mom is a Character Collection,0,,0.0
864,My Little Pony: Equestria Girls Collection,0,,0.0
863,My Girl Collection,0,,0.0
862,My Friends Collection,0,,0.0
859,"Murder, She Baked Collection",0,,0.0
858,Munna Bhai Collection,0,,0.0
856,Mrs. Miracle Collection,0,,0.0
855,Mr. Wong Collection,0,,0.0
939,PTU Collection,0,,0.0
942,Painted Skin Collection,0,,0.0
823,Meu Passado me Condena,0,,0.0
1030,Ring of Fire Collection,0,,0.0
1046,Romantik Komedi [Seri],0,,0.0
1042,Robotech (Samling),0,,0.0
1041,Robot Jox Collection,0,,0.0
1040,Robot Chicken: Star Wars Collection,0,,0.0
1037,Robert,0,,0.0
1036,Road to Collection,0,,0.0
1031,Ringo Collection,0,,0.0
1028,"Rico, Oskar 1, 2 & 3",0,,0.0
943,Panda! Go Panda! Collección,0,,0.0
1027,Richie Rich Collection,0,,0.0
1026,Richard the Lionheart Collection,0,,0.0
1023,Rest Stop Collection,0,,0.0
1022,Resident Evil: Biohazard,0,,0.0
1020,Regalo di Natale - Collezione,0,,0.0
1019,Reeker Collection,0,,0.0
1018,Red Lotus Collection,0,,0.0
1048,Rudolph the Red-Nosed Reindeer Collection,0,,0.0
1050,Running Out Of Time Collection,0,,0.0
1054,SPL Collection,0,,0.0
1055,Sabrina the Teenage Witch Collection,0,,0.0
1075,Sağ Salim Serisi,0,,0.0
1071,Sartana Collection,0,,0.0
1069,"Sarah, Plain and Tall Collection",0,,0.0
1068,Santas Paw,0,,0.0
1067,Santa's Apprentice,0,,0.0
1066,Santa Baby Collection,0,,0.0
1064,Samurai Collection,0,,0.0
1063,Sammy's Adventure Collection,0,,0.0
1062,Sami Swoi Collection,0,,0.0
1061,Salt and Pepper Collection,0,,0.0
1060,Saints and Soldiers Collection,0,,0.0
1059,Saint Seiya Collection,0,,0.0
1058,Sailor Moon Collection,0,,0.0
1057,Saheb Biwi Aur Gangster Collection,0,,0.0
1056,Sadako 3D Collection,0,,0.0
1013,Rare Exports Collection,0,,0.0
1012,Ranma Collection,0,,0.0
1011,Rampage Collection,0,,0.0
975,Poison Ivy Collection,0,,0.0
967,Piranha Collection,0,,0.0
965,Pippi Longstocking,0,,0.0
964,Pierino - Serie ufficiale,0,,0.0
963,Phobia Collection,0,,0.0
962,Philo Vance Collection,0,,0.0
956,Per Fly trilogien (Samling),0,,0.0
955,Penitenciaría - Colección,0,,0.0
954,Pekko aikamiespoika Collection,0,,0.0
952,Patlabor Collection,0,,0.0
951,Parent Trap Collection,0,,0.0
950,Parasyte Collection,0,,0.0
949,Paranormal Investigations Collection,0,,0.0
946,Paradise Lost Collection,0,,0.0
945,Papa ou Maman Collection,0,,0.0
944,"Pane, amore e… - Collezione",0,,0.0
969,Pitbull - Kolekcja,0,,0.0
983,Prep & Landing Collection,0,,0.0
1009,Rakht Charitra,0,,0.0
984,Problem Child Collection,0,,0.0
1008,Race Gurram collection,0,,0.0
1007,Race Collection,0,,0.0
1006,Raaz Collection,0,,0.0
1004,Quatermass (Hammer series),0,,0.0
1002,Quando le donne avevano la coda,0,,0.0
1000,Puss 'n Boots Collection,0,,0.0
999,Pusher Collection,0,,0.0
998,Puppet Master Collection,0,,0.0
996,Pumping Iron Collection,0,,0.0
994,Puff Collection,0,,0.0
992,Public Enemy Series,0,,0.0
990,Psy Collection,0,,0.0
989,Prudence et Bélisaire Beresford Collection,0,,0.0
988,Prostokvashino Collection,0,,0.0
985,Project A Collection,0,,0.0
825,Mi Nismo Anđeli Collection,0,,0.0
822,Men in the City Collection,0,,0.0
587,Horror High Collection,0,,0.0
671,K3 Collectie,0,,0.0
679,Kevin Smith: Silent Bob Speaks!,0,,0.0
678,Kenny Rogers Legend Of The Gambler,0,,0.0
677,Kenji Misumi's Trilogy of the Sword,0,,0.0
675,Kati Collection,0,,0.0
674,Kathleen Madigan Collection,0,,0.0
673,Karlson Collection,0,,0.0
672,Karas The Collection,0,,0.0
669,Jönsson Gang,0,,0.0
713,LEGO DC Comics Super Heroes Collection,0,,0.0
668,Justice League Collection,0,,0.0
665,Jungledyret Hugo Collection,0,,0.0
664,Jungle Jim Collection,0,,0.0
662,Ju-on Collection,0,,0.0
660,Journey to the West Collection,0,,0.0
658,Joséphine - Saga,0,,0.0
657,Johnny Tsunami Collection,0,,0.0
683,Kiler Collection,0,,0.0
685,Kill Buljo Collection,0,,0.0
686,Killer Crocodile Collection,0,,0.0
687,Killer Tomatoes! Collection,0,,0.0
708,Kung Fu Mahjong Collection,0,,0.0
707,Krummerne (Samling),0,,0.0
706,Krrish Collection,0,,0.0
704,Kolpaçino Serisi,0,,0.0
702,Koker Trilogy,0,,0.0
701,Kocan Kadar Konuş Serisi,0,,0.0
700,Knerten Collection,0,,0.0
699,Klovn,0,,0.0
698,Kleines Arschloch Collection,0,,0.0
697,Klassefesten (Samling),0,,0.0
696,Kizumonogatari,0,,0.0
695,Kirikou,0,,0.0
693,King of the Zombies Collection,0,,0.0
689,Kim Possible Collection,0,,0.0
688,Killjoy,0,,0.0
654,John Pinette Collection,0,,0.0
653,Johan Falk GSI Collection,0,,0.0
652,Johan Falk Collection,0,,0.0
617,"Ilsa, She Wolf of the SS Collection",0,,0.0
615,Il medico della mutua Collection,0,,0.0
614,Il Maresciallo Giraldi Collection,0,,0.0
613,If You Are the One (Collection),0,,0.0
612,If These Walls Could Talk Collection,0,,0.0
611,If I Were You Collection,0,,0.0
609,I soliti idioti Collection,0,,0.0
608,I pompieri - Collezione,0,,0.0
607,I due carabinieri Collecion,0,,0.0
605,I Spit on Your Grave (Original) Collection,0,,0.0
604,I Love a Mystery movie series,0,,0.0
602,I Am Curious Collection,0,,0.0
600,How I Unleashed World War II,0,,0.0
599,Housefull Collection,0,,0.0
596,House of Angels Collection,0,,0.0
591,Hot Wheels: AcceleRacers - Collection,0,,0.0
616,Il tassinaro,0,,0.0
618,Immaturi Collection,0,,0.0
649,Jesse Stone Collection,0,,0.0
619,"Impy, the small dinosaur Collection",0,,0.0
