index,belongs_to_collection,count,mean,sum
643,Jack Frost Collection,0,,0.0
641,Ivan The Terrible Collection,0,,0.0
640,Ivan Brovkin Collection,0,,0.0
639,It's Alive Collection,0,,0.0
638,Isi/Disi Collection,0,,0.0
637,Ironclad Collection,0,,0.0
634,Iron Eagle Collection,0,,0.0
632,Inuyasha Collection,0,,0.0
630,Inspector Gadget Collection,0,,0.0
628,Inoshika Ocho series,0,,0.0
627,Inner Sanctum mysteries,0,,0.0
623,In the Vineyard Collection,0,,0.0
622,In the Name of the King Collection,0,,0.0
621,In the Line of Duty Collection,0,,0.0
620,In China They Eat Dogs Collection,0,,0.0
710,Kusswechsel Filmreihe,0,,0.0
714,La Classe Américaine & Cie,0,,0.0
820,Memories Collection,0,,0.0
776,Lucky Stars Collection,0,,0.0
784,Macross Frontier Collection,0,,0.0
783,Macon County Collection,0,,0.0
781,MacGyver (TV Movies) Collection,0,,0.0
780,Ma and Pa Kettle Collection,0,,0.0
779,MVP,0,,0.0
778,M.D. Geist Collection,0,,0.0
777,Lupin the Third Collection,0,,0.0
775,Lucky Luke (Terence Hill) Collection,0,,0.0
715,La Tour Infernale,0,,0.0
774,Lucky Luke (Animation) Collection,0,,0.0
771,Love in a... Collection,0,,0.0
770,Love Hina Collection,0,,0.0
769,Lotta,0,,0.0
766,Loose Change Collection,0,,0.0
764,Long Arm of the Law Collection,0,,0.0
763,Lonesome Dove Collection,0,,0.0
785,Macskafogó gyűjtemény,0,,0.0
788,Madeline,0,,0.0
789,Madicken,0,,0.0
790,Magic Kid Collection,0,,0.0
819,Megazone 23 Collection,0,,0.0
818,Mega Shark Collection,0,,0.0
815,Meatballs Collection,0,,0.0
812,McDull Collection,0,,0.0
809,"Martin Scorsese’s World Cinema Project, Vol. 1",0,,0.0
808,Martial Law Collection,0,,0.0
806,Mark Collection,0,,0.0
805,"Maria, ihm schmeckt's nicht!",0,,0.0
804,Mardock Scramble Collection,0,,0.0
803,Manuale d'amore - Collezione,0,,0.0
801,Mann Filmreihe,0,,0.0
800,Maniac Cop Collection,0,,0.0
799,Mandıra Filozofu Serisi,0,,0.0
797,Man of Marble/Iron Collection,0,,0.0
792,Maigret (Rowan Atkinson) Collection,0,,0.0
762,Lone Wolf film series,0,,0.0
761,Lone Wolf and Cub Collection,0,,0.0
760,Living Trilogy,0,,0.0
736,Legends of the Poisonous Seductress,0,,0.0
733,Left Behind Collection,0,,0.0
732,Lee Rock Collection,0,,0.0
731,Le Gendarme de St. Tropez Collection,0,,0.0
730,Le Cœur des Hommes,0,,0.0
729,Lavalantula Collection,0,,0.0
728,Lauras Stern,0,,0.0
727,Lassie (Kinofilme),0,,0.0
726,LasseMaja: Samling,0,,0.0
725,Largo Winch Collection,0,,0.0
724,Lamù Collection,0,,0.0
723,Lammbock Collection,0,,0.0
721,Laid to Rest Collection,0,,0.0
719,Lady Snowblood Collection,0,,0.0
718,La trilogie de la mort – Nacho Cerda,0,,0.0
716,La Trilogie Marseillaise,0,,0.0
735,Legend of the Galactic Heroes Collection,0,,0.0
737,Lemmy Caution Collection,0,,0.0
758,Little Witch Academia Collection,0,,0.0
738,Lemon Popsicle Collection,0,,0.0
757,Little Nicholas Collection,0,,0.0
756,Little Forest Collection,0,,0.0
755,Little Bear,0,,0.0
753,Lilla Jönsonligan Collection,0,,0.0
752,Like Mike Collection,0,,0.0
751,Library Wars Collection,0,,0.0
750,Lezioni di Cioccolato Collection,0,,0.0
748,Letters to Santa Collection,0,,0.0
746,Les Tuche,0,,0.0
745,Les Ripoux - Trilogie,0,,0.0
744,Les Profs,0,,0.0
743,Les Mystères de l'ouest (Collection),0,,0.0
742,Les Charlots - Saga,0,,0.0
741,Les Boys,0,,0.0
739,Leningrad Cowboys Collection,0,,0.0
1694,식객 시리즈,0,,0.0
